Unique ID,Indicator ID,Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Pollution_Level
874482,365,Fine particles (PM 2.5),mcg/m3,UHF42,304,Upper West Side,Summer 2023,2023-06-01,9,Good
178420,365,Fine particles (PM 2.5),mcg/m3,UHF42,304,Upper West Side,Annual Average 2009,2008-12-01,12,Good
178504,365,Fine particles (PM 2.5),mcg/m3,UHF42,304,Upper West Side,Annual Average 2011,2010-12-01,11,Good
178500,365,Fine particles (PM 2.5),mcg/m3,UHF42,211,Williamsburg - Bushwick,Annual Average 2011,2010-12-01,10,Good
669808,365,Fine particles (PM 2.5),mcg/m3,UHF42,204,East New York,Annual Average 2020,2020-01-01,6,Good
823328,365,Fine particles (PM 2.5),mcg/m3,Borough,5,Staten Island,Summer 2022,2022-06-01,5,Good
177156,365,Fine particles (PM 2.5),mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2008-09,2008-12-01,15,Good
221839,386,Ozone (O3),ppb,UHF34,205,Sunset Park,Summer 2011,2011-06-01,31,Good
221838,386,Ozone (O3),ppb,UHF34,205,Sunset Park,Summer 2010,2010-06-01,32,Good
412044,386,Ozone (O3),ppb,UHF34,205,Sunset Park,Summer 2016,2016-06-01,33,Good
743643,386,Ozone (O3),ppb,CD,107,Upper West Side (CD7),Summer 2021,2021-06-01,27,Good
336489,375,Nitrogen dioxide (NO2),ppb,Borough,5,Staten Island,Winter 2014-15,2014-12-01,19,Good
176694,375,Nitrogen dioxide (NO2),ppb,UHF42,211,Williamsburg - Bushwick,Annual Average 2013,2012-12-01,22,Good
817249,645,Annual vehicle miles traveled (trucks),per square mile,CD,201,Mott Haven and Melrose (CD1),2010,2010-01-01,5,Good
817250,645,Annual vehicle miles traveled (trucks),per square mile,CD,201,Mott Haven and Melrose (CD1),2019,2019-01-01,7,Good
817226,645,Annual vehicle miles traveled (trucks),per square mile,CD,101,Financial District (CD1),2019,2019-01-01,4,Good
828077,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2017-2019,2017-01-01,2,Good
827587,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2017-2019,2017-01-01,15,Good
167534,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2009,2008-12-01,29,Good
167652,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2011,2010-12-01,27,Good
213425,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,2014-06-01,18,Good
336757,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2015,2015-01-01,21,Good
216430,386,Ozone (O3),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2011,2011-06-01,29,Good
216429,386,Ozone (O3),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2010,2010-06-01,30,Good
412083,386,Ozone (O3),ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2016,2016-06-01,32,Good
166708,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2010,2010-06-01,23,Good
412694,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2015-16,2015-12-01,24,Good
667597,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2020,2020-01-01,18,Good
643590,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2018-19,2018-12-01,24,Good
827035,386,Ozone (O3),ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2022,2022-06-01,32,Good
827024,386,Ozone (O3),ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2022,2022-06-01,32,Good
827047,386,Ozone (O3),ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2022,2022-06-01,30,Good
827006,386,Ozone (O3),ppb,CD,401,Long Island City and Astoria (CD1),Summer 2022,2022-06-01,33,Good
827005,386,Ozone (O3),ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2022,2022-06-01,32,Good
827535,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,409,Southeast Queens,2017-2019,2017-01-01,22,Good
130391,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,409,Southeast Queens,2005-2007,2005-01-01,43,Good
130360,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2005-2007,2005-01-01,84,Moderate
827036,386,Ozone (O3),ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2022,2022-06-01,31,Good
167686,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Annual Average 2012,2011-12-01,31,Good
216281,386,Ozone (O3),ppb,CD,101,Financial District (CD1),Summer 2012,2012-06-01,26,Good
743649,386,Ozone (O3),ppb,CD,101,Financial District (CD1),Summer 2021,2021-06-01,28,Good
338169,386,Ozone (O3),ppb,Borough,3,Manhattan,Summer 2015,2015-06-01,27,Good
650949,386,Ozone (O3),ppb,UHF42,310,Lower Manhattan,Summer 2019,2019-06-01,24,Good
216431,386,Ozone (O3),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2012,2012-06-01,30,Good
874507,365,Fine particles (PM 2.5),mcg/m3,CD,108,Upper East Side (CD8),Winter 2022-23,2022-12-01,6,Good
649928,365,Fine particles (PM 2.5),mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2019,2019-06-01,8,Good
669583,365,Fine particles (PM 2.5),mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2019-20,2019-12-01,7,Good
334247,365,Fine particles (PM 2.5),mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2015,2015-06-01,9,Good
334253,365,Fine particles (PM 2.5),mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2015,2015-06-01,9,Good
828061,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2017-2019,2017-01-01,3,Good
131333,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,2005-01-01,6,Good
827420,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,201,Greenpoint,2017-2019,2017-01-01,14,Good
828068,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,201,Greenpoint,2017-2019,2017-01-01,1,Good
828079,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,301,Washington Heights,2017-2019,2017-01-01,3,Good
816799,643,Annual vehicle miles traveled,per square mile,CD,108,Upper East Side (CD8),2019,2019-01-01,138,Unhealthy
817240,645,Annual vehicle miles traveled (trucks),per square mile,CD,108,Upper East Side (CD8),2019,2019-01-01,7,Good
817272,645,Annual vehicle miles traveled (trucks),per square mile,CD,212,Williamsbridge and Baychester (CD12),2019,2019-01-01,3,Good
817271,645,Annual vehicle miles traveled (trucks),per square mile,CD,212,Williamsbridge and Baychester (CD12),2010,2010-01-01,2,Good
816772,643,Annual vehicle miles traveled,per square mile,CD,210,Throgs Neck and Co-op City (CD10),2010,2010-01-01,73,Moderate
816768,643,Annual vehicle miles traveled,per square mile,CD,212,Williamsbridge and Baychester (CD12),2010,2010-01-01,48,Good
131343,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2005-2007,2005-01-01,3,Good
827409,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,301,Washington Heights,2017-2019,2017-01-01,23,Good
131226,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01,36,Good
131322,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01,5,Good
130890,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,201,Greenpoint,2005-2007,2005-01-01,18,Good
827589,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,201,Greenpoint,2017-2019,2017-01-01,4,Good
336790,375,Nitrogen dioxide (NO2),ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2015,2015-01-01,18,Good
827039,386,Ozone (O3),ppb,CD,110,Central Harlem (CD10),Summer 2022,2022-06-01,31,Good
827015,386,Ozone (O3),ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,2022-06-01,34,Good
827027,386,Ozone (O3),ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2022,2022-06-01,33,Good
827025,386,Ozone (O3),ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2022,2022-06-01,31,Good
827543,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2017-2019,2017-01-01,27,Good
166769,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Summer 2011,2011-06-01,19,Good
741205,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Winter 2020-21,2020-12-01,23,Good
827003,386,Ozone (O3),ppb,CD,404,Elmhurst and Corona (CD4),Summer 2022,2022-06-01,34,Good
827004,386,Ozone (O3),ppb,CD,403,Jackson Heights (CD3),Summer 2022,2022-06-01,34,Good
827022,386,Ozone (O3),ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2022,2022-06-01,33,Good
827034,386,Ozone (O3),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2022,2022-06-01,31,Good
743647,386,Ozone (O3),ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01,28,Good
216294,386,Ozone (O3),ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2013,2013-06-01,26,Good
216293,386,Ozone (O3),ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2012,2012-06-01,28,Good
650947,386,Ozone (O3),ppb,UHF42,308,Greenwich Village - SoHo,Summer 2019,2019-06-01,25,Good
650928,386,Ozone (O3),ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2019,2019-06-01,29,Good
338185,386,Ozone (O3),ppb,UHF42,207,East Flatbush - Flatbush,Summer 2015,2015-06-01,32,Good
650917,386,Ozone (O3),ppb,Borough,1,Bronx,Summer 2019,2019-06-01,29,Good
743622,386,Ozone (O3),ppb,CD,304,Bushwick (CD4),Summer 2021,2021-06-01,30,Good
743608,386,Ozone (O3),ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2021,2021-06-01,32,Good
743604,386,Ozone (O3),ppb,CD,404,Elmhurst and Corona (CD4),Summer 2021,2021-06-01,30,Good
166828,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Summer 2012,2012-06-01,18,Good
166887,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Summer 2013,2013-06-01,18,Good
741206,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Summer 2021,2021-06-01,12,Good
643630,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Annual Average 2019,2019-01-01,18,Good
213225,375,Nitrogen dioxide (NO2),ppb,CD,103,Lower East Side and Chinatown (CD3),Winter 2013-14,2013-12-01,32,Good
667034,375,Nitrogen dioxide (NO2),ppb,Borough,2,Brooklyn,Winter 2019-20,2019-12-01,25,Good
336530,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Summer 2015,2015-06-01,14,Good
175430,375,Nitrogen dioxide (NO2),ppb,UHF42,207,East Flatbush - Flatbush,Winter 2012-13,2012-12-01,25,Good
602980,375,Nitrogen dioxide (NO2),ppb,CD,204,Highbridge and Concourse (CD4),Winter 2017-18,2017-12-01,27,Good
165766,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Winter 2008-09,2008-12-01,31,Good
213250,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Winter 2013-14,2013-12-01,28,Good
603013,375,Nitrogen dioxide (NO2),ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2017-18,2017-12-01,26,Good
167688,375,Nitrogen dioxide (NO2),ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2012,2011-12-01,27,Good
826004,375,Nitrogen dioxide (NO2),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2022,2022-06-01,13,Good
167713,375,Nitrogen dioxide (NO2),ppb,CD,304,Bushwick (CD4),Annual Average 2012,2011-12-01,22,Good
216434,386,Ozone (O3),ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2009,2009-06-01,23,Good
216362,386,Ozone (O3),ppb,CD,203,Morrisania and Crotona (CD3),Summer 2009,2009-06-01,23,Good
216524,386,Ozone (O3),ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2009,2009-06-01,28,Good
741132,375,Nitrogen dioxide (NO2),ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2021,2021-01-01,19,Good
216432,386,Ozone (O3),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2013,2013-06-01,27,Good
216282,386,Ozone (O3),ppb,CD,101,Financial District (CD1),Summer 2013,2013-06-01,24,Good
603005,375,Nitrogen dioxide (NO2),ppb,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2018,2018-01-01,22,Good
412696,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2016,2015-12-31,20,Good
825814,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Winter 2021-22,2021-12-01,23,Good
825999,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2022,2022-01-01,17,Good
602938,375,Nitrogen dioxide (NO2),ppb,CD,102,Greenwich Village and Soho (CD2),Winter 2017-18,2017-12-01,29,Good
213223,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Winter 2013-14,2013-12-01,34,Good
602974,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2017-18,2017-12-01,27,Good
876875,375,Nitrogen dioxide (NO2),ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2023,2023-01-01,17,Good
213248,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,2013-12-01,30,Good
603007,375,Nitrogen dioxide (NO2),ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2017-18,2017-12-01,28,Good
643588,375,Nitrogen dioxide (NO2),ppb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2019,2019-01-01,19,Good
825813,375,Nitrogen dioxide (NO2),ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2022,2022-06-01,14,Good
167711,375,Nitrogen dioxide (NO2),ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,2011-12-01,24,Good
216284,386,Ozone (O3),ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2009,2009-06-01,20,Good
216350,386,Ozone (O3),ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2009,2009-06-01,23,Good
216536,386,Ozone (O3),ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2009,2009-06-01,26,Good
549995,375,Nitrogen dioxide (NO2),ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2017,2017-01-01,25,Good
741126,375,Nitrogen dioxide (NO2),ppb,CD,101,Financial District (CD1),Annual Average 2021,2021-01-01,21,Good
650927,386,Ozone (O3),ppb,UHF42,106,High Bridge - Morrisania,Summer 2019,2019-06-01,28,Good
338187,386,Ozone (O3),ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2015,2015-06-01,32,Good
650934,386,Ozone (O3),ppb,UHF42,206,Borough Park,Summer 2019,2019-06-01,30,Good
338184,386,Ozone (O3),ppb,UHF42,206,Borough Park,Summer 2015,2015-06-01,32,Good
650948,386,Ozone (O3),ppb,UHF42,309,Union Square - Lower East Side,Summer 2019,2019-06-01,25,Good
338188,386,Ozone (O3),ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2015,2015-06-01,35,Good
650937,386,Ozone (O3),ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,30,Good
643364,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2019,2019-06-01,13,Good
175432,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2012-13,2012-12-01,24,Good
176566,375,Nitrogen dioxide (NO2),ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2010,2009-12-01,21,Good
336482,375,Nitrogen dioxide (NO2),ppb,Borough,3,Manhattan,Summer 2015,2015-06-01,21,Good
643310,375,Nitrogen dioxide (NO2),ppb,Borough,3,Manhattan,Summer 2019,2019-06-01,19,Good
216278,386,Ozone (O3),ppb,CD,101,Financial District (CD1),Summer 2009,2009-06-01,19,Good
828155,652,Cardiac and respiratory deaths due to Ozone,"per 100,000",Borough,4,Queens,2017-2019,2017-01-01,5,Good
131025,652,Cardiac and respiratory deaths due to Ozone,"per 100,000",Borough,4,Queens,2005-2007,2005-01-01,4,Good
130929,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Borough,4,Queens,2005-2007,2005-01-01,15,Good
827580,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",Borough,4,Queens,2017-2019,2017-01-01,5,Good
643544,375,Nitrogen dioxide (NO2),ppb,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,15,Good
667364,375,Nitrogen dioxide (NO2),ppb,UHF34,206,Borough Park,Winter 2019-20,2019-12-01,25,Good
650997,386,Ozone (O3),ppb,UHF34,105106107,South Bronx,Summer 2019,2019-06-01,29,Good
172624,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2010,2009-12-01,19,Good
667376,375,Nitrogen dioxide (NO2),ppb,UHF34,208,Canarsie - Flatlands,Winter 2019-20,2019-12-01,22,Good
650975,386,Ozone (O3),ppb,UHF34,208,Canarsie - Flatlands,Summer 2019,2019-06-01,34,Good
650973,386,Ozone (O3),ppb,UHF34,206,Borough Park,Summer 2019,2019-06-01,30,Good
338233,386,Ozone (O3),ppb,UHF34,401,Long Island City - Astoria,Summer 2015,2015-06-01,31,Good
740888,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Summer 2021,2021-06-01,11,Good
825803,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Winter 2021-22,2021-12-01,20,Good
179436,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Annual Average 2012,2011-12-01,19,Good
179346,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Summer 2009,2009-06-01,18,Good
173236,365,Fine particles (PM 2.5),mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2012-13,2012-12-01,9,Good
649823,365,Fine particles (PM 2.5),mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2019,2019-06-01,7,Good
669678,365,Fine particles (PM 2.5),mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2019-20,2019-12-01,6,Good
179812,640,Boiler Emissions- Total SO2 Emissions,number,Borough,4,Queens,2015,2015-01-01,1,Good
823330,365,Fine particles (PM 2.5),mcg/m3,Borough,4,Queens,Annual Average 2022,2022-01-01,5,Good
823516,365,Fine particles (PM 2.5),mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2022,2022-06-01,5,Good
130779,647,Outdoor Air Toxics - Formaldehyde,Âµg/m3,Borough,4,Queens,2005,2005-01-01,2,Good
151669,643,Annual vehicle miles traveled,per square mile,Borough,4,Queens,2005,2005-01-01,47,Good
412109,386,Ozone (O3),ppb,CD,315,Sheepshead Bay (CD15),Summer 2016,2016-06-01,35,Good
518646,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",Borough,4,Queens,2012-2014,2012-01-02,4,Good
518742,639,Deaths due to PM2.5,"per 100,000 adults",Borough,4,Queens,2012-2014,2012-01-02,32,Good
816921,644,Annual vehicle miles traveled (cars),per square mile,Borough,4,Queens,2010,2010-01-01,59,Moderate
817136,645,Annual vehicle miles traveled (trucks),per square mile,Borough,4,Queens,2019,2019-01-01,2,Good
823510,365,Fine particles (PM 2.5),mcg/m3,CD,313,Coney Island (CD13),Summer 2022,2022-06-01,5,Good
827573,639,Deaths due to PM2.5,"per 100,000 adults",Borough,4,Queens,2017-2019,2017-01-01,27,Good
130785,639,Deaths due to PM2.5,"per 100,000 adults",Borough,4,Queens,2005-2007,2005-01-01,54,Moderate
740889,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Annual Average 2021,2021-01-01,15,Good
219983,386,Ozone (O3),ppb,Borough,4,Queens,Summer 2009,2009-06-01,26,Good
211363,375,Nitrogen dioxide (NO2),ppb,Borough,4,Queens,Winter 2013-14,2013-12-01,26,Good
827020,386,Ozone (O3),ppb,CD,305,East New York and Starrett City (CD5),Summer 2022,2022-06-01,34,Good
130374,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2005-2007,2005-01-01,105,Unhealthy
827552,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2017-2019,2017-01-01,38,Good
827548,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2017-2019,2017-01-01,26,Good
130356,639,Deaths due to PM2.5,"per 100,000 adults",UHF42,102,Northeast Bronx,2005-2007,2005-01-01,77,Moderate
167690,375,Nitrogen dioxide (NO2),ppb,CD,105,Midtown (CD5),Annual Average 2012,2011-12-01,39,Good
743645,386,Ozone (O3),ppb,CD,105,Midtown (CD5),Summer 2021,2021-06-01,26,Good
216377,386,Ozone (O3),ppb,CD,205,Fordham and University Heights (CD5),Summer 2012,2012-06-01,32,Good
338180,386,Ozone (O3),ppb,UHF42,202,Downtown - Heights - Slope,Summer 2015,2015-06-01,29,Good
650945,386,Ozone (O3),ppb,UHF42,306,Chelsea - Clinton,Summer 2019,2019-06-01,23,Good
650941,386,Ozone (O3),ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2019,2019-06-01,27,Good
338195,386,Ozone (O3),ppb,UHF42,306,Chelsea - Clinton,Summer 2015,2015-06-01,26,Good
216378,386,Ozone (O3),ppb,CD,205,Fordham and University Heights (CD5),Summer 2013,2013-06-01,29,Good
743633,386,Ozone (O3),ppb,CD,205,Fordham and University Heights (CD5),Summer 2021,2021-06-01,28,Good
826045,375,Nitrogen dioxide (NO2),ppb,CD,305,East New York and Starrett City (CD5),Winter 2021-22,2021-12-01,21,Good
826047,375,Nitrogen dioxide (NO2),ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2022,2022-01-01,15,Good
336560,375,Nitrogen dioxide (NO2),ppb,UHF42,306,Chelsea - Clinton,Summer 2015,2015-06-01,25,Good
176574,375,Nitrogen dioxide (NO2),ppb,UHF42,306,Chelsea - Clinton,Annual Average 2010,2009-12-01,36,Good
643322,375,Nitrogen dioxide (NO2),ppb,UHF42,102,Northeast Bronx,Summer 2019,2019-06-01,12,Good
876865,375,Nitrogen dioxide (NO2),ppb,UHF42,102,Northeast Bronx,Winter 2022-23,2022-12-01,17,Good
336515,375,Nitrogen dioxide (NO2),ppb,UHF42,202,Downtown - Heights - Slope,Summer 2015,2015-06-01,17,Good
213239,375,Nitrogen dioxide (NO2),ppb,CD,205,Fordham and University Heights (CD5),Winter 2013-14,2013-12-01,28,Good
216512,386,Ozone (O3),ppb,CD,316,Brownsville (CD16),Summer 2009,2009-06-01,25,Good
175425,375,Nitrogen dioxide (NO2),ppb,UHF42,202,Downtown - Heights - Slope,Winter 2012-13,2012-12-01,28,Good
216302,386,Ozone (O3),ppb,CD,105,Midtown (CD5),Summer 2009,2009-06-01,14,Good
216374,386,Ozone (O3),ppb,CD,205,Fordham and University Heights (CD5),Summer 2009,2009-06-01,22,Good
550076,375,Nitrogen dioxide (NO2),ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2017,2017-01-01,17,Good
338205,386,Ozone (O3),ppb,UHF42,406,Fresh Meadows,Summer 2015,2015-06-01,31,Good
650955,386,Ozone (O3),ppb,UHF42,406,Fresh Meadows,Summer 2019,2019-06-01,31,Good
650930,386,Ozone (O3),ppb,UHF42,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,27,Good
643343,375,Nitrogen dioxide (NO2),ppb,UHF42,202,Downtown - Heights - Slope,Summer 2019,2019-06-01,17,Good
667106,375,Nitrogen dioxide (NO2),ppb,UHF42,202,Downtown - Heights - Slope,Winter 2019-20,2019-12-01,28,Good
827407,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,303,East Harlem,2017-2019,2017-01-01,90,Moderate
828081,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,303,East Harlem,2017-2019,2017-01-01,5,Good
828091,661,Asthma hospitalizations due to Ozone,"per 100,000 adults",UHF42,403,Flushing - Clearview,2017-2019,2017-01-01,1,Good
131228,657,Asthma emergency department visits due to PM2.5,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,2005-01-01,114,Unhealthy
130894,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,205,Sunset Park,2005-2007,2005-01-01,17,Good
130903,650,Respiratory hospitalizations due to PM2.5 (age 20+),"per 100,000 adults",UHF42,303,East Harlem,2005-2007,2005-01-01,44,Good
412090,386,Ozone (O3),ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2016,2016-06-01,32,Good
216298,386,Ozone (O3),ppb,CD,104,Clinton and Chelsea (CD4),Summer 2011,2011-06-01,25,Good
412074,386,Ozone (O3),ppb,CD,104,Clinton and Chelsea (CD4),Summer 2016,2016-06-01,29,Good
412716,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2016,2016-06-01,13,Good
412715,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2015-16,2015-12-01,19,Good
827017,386,Ozone (O3),ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2022,2022-06-01,33,Good
827031,386,Ozone (O3),ppb,CD,206,Belmont and East Tremont (CD6),Summer 2022,2022-06-01,31,Good
827019,386,Ozone (O3),ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2022,2022-06-01,32,Good
827029,386,Ozone (O3),ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2022,2022-06-01,30,Good
827045,386,Ozone (O3),ppb,CD,104,Clinton and Chelsea (CD4),Summer 2022,2022-06-01,29,Good
827043,386,Ozone (O3),ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2022,2022-06-01,29,Good
338181,386,Ozone (O3),ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2015,2015-06-01,31,Good
650933,386,Ozone (O3),ppb,UHF42,205,Sunset Park,Summer 2019,2019-06-01,28,Good
650954,386,Ozone (O3),ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,31,Good
338202,386,Ozone (O3),ppb,UHF42,403,Flushing - Clearview,Summer 2015,2015-06-01,31,Good
602990,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2018,2018-01-01,15,Good
412717,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2016,2015-12-31,16,Good
826018,375,Nitrogen dioxide (NO2),ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2021-22,2021-12-01,19,Good
